title,heading,content,tokens
Table tennis at the 2020 Summer Olympics,Participating nations,"A total of 173 athletes (85 men and 88 women), representing 57 NOCs, competed in five events. One Czech athlete tested positive for COVID-19 and withdrew from the Games. Two NOCs (China and Hungary) replaced injured athletes with reserves in the team event.",61
Equestrian at the 2020 Summer Olympics,Summary,"The equestrian events at the 2020 Summer Olympics in Tokyo featured three disciplines for both individual and team competitions.Originally scheduled for 25 July – 8 August 2020, due to the COVID-19 pandemic, the games had been postponed with the equestrian events set for 24 July – 7 August 2021.",66
Equestrian at the 2020 Summer Olympics,Qualification,"The 200 quota places for equestrian were divided between the three disciplines (75 for jumping, 65 for eventing, and 60 for dressage). Teams in each discipline consisted of three horse and rider pairs; any NOC that qualified a team (20 teams for jumping, 15 each for eventing and dressage) also received 3 entries in the individual competition for that discipline. NOCs that did not qualify teams could earn one individual place in dressage and jumping, and up to two individual places in eventing, for a total of 15 entries in jumping and dressage and 20 for eventing. Teams qualify primarily through specific competitions (World Equestrian Games and continental tournaments), while individuals qualified through ranking. The host nation, Japan, automatically qualified a team in each discipline.",161
Equestrian at the 2020 Summer Olympics,Officials,"Appointment of officials was as follows:
Dressage Katrina Wüst (Ground Jury President)
 Andrew Gardner (Ground Jury Member)
 Francis Verbeek-van Rooij (Ground Jury Member)
 Hans-Christian Matthiesen (Ground Jury Member)
 Janet Foy (Ground Jury Member)
 Susie Hoevenaars (Ground Jury Member)
 Magnus Ringmark (Ground Jury Member)
 Mary Seefried (Technical Delegate)Eventing Nick Burton (Ground Jury President)
 Christina Klingspor (Ground Jury Member)
 Jane Hamlin (Ground Jury Member)
 Derek Di Grazia (Course Designer)
 Philip Surl (Technical Delegate)Jumping Carsten Soerlie (Ground Jury President)
 Kazuya Hirayama (Ground Jury Member)
 Kim Morrison (Ground Jury Member)
 Joachim Geilfus (Ground Jury Member)
 Santiago Varela (Course Designer)
 Louis Koninckx (Technical Delegate)",212
Equestrian at the 2020 Summer Olympics,Dressage,"Teams are made of three athletes, all of whom are also competing for individual medals. Nations without a team can be represented by a single individual athlete.
Dressage competition starts with the Grand Prix, which serves as a qualifier for both team and individual competitions. Athletes are drawn into six heats of ten athletes each, with the opening three heats being scheduled for the first day, and the remaining three heats for the second day. Heats are drawn in such a way that no more than one athlete per NOC can be assigned to the same heat. Once the Grand Prix heats are concluded, team scores are decided by adding up individual scores of the respective team members. The top eight ranked teams qualify for the team final (Grand Prix Special), while the top two individual athletes from each heat, plus the next best six ranked athletes, qualify for the individual final (Grand Prix Freestyle).
Grand Prix Special, which is used to decide team medals, is a slightly more rigorous dressage test with emphasis on difficult transitions (such as collected walk - piaffe). Special is performed to music of athletes' choice, which, however, is not judged. As the slate is wiped clean after the Grand Prix, team medals are determined solely based on scores achieved in the Special. Nations taking part in the team final are allowed to enter a substitute athlete between the Grand Prix and up to two hours before the Special.
Grand Prix Freestyle is open for 18 athletes and is used to decide individual medals. Each athlete designs their own test for the Freestyle, which must be set to music and must contain 16 compulsory movements. Riders can tailor a test to their horses' strengths, as well as incorporate movements that are more difficult than those required in the Grand Prix or the Special (such as a pirouette in piaffe or flying changes on a curving line) in order to increase their scores. Individual medals are assigned based on scores in the Freestyle.",399
Equestrian at the 2020 Summer Olympics,Eventing,"Competitions for team and individual medals run concurrently. Each athlete, riding the same horse, performs a dressage test, a cross-country round, and a jumping round. Team medals are then awarded by adding together the scores of team members, from all three phases. The team with the lowest number of penalty points wins the gold. The top 25 individual athletes after the first jumping round perform a second, final, jumping round to determine individual medals. Therefore, those competing for individual glory complete one dressage test and cross-country round, and two jumping rounds.
Athletes who for various reasons fail to start or finish any of the phases are eliminated from the individual competition. Teams with eliminated athletes receive penalty points: 100 penalty points for each eliminated athlete during dressage and jumping phases, and 200 penalty points for each eliminated athlete during cross-country phase. While they are excluded from the individual event, eliminated athletes may continue to compete in the following phases for their teams, unless they were eliminated for lameness, fall of horse, abuse of horse or otherwise disqualified. Teams can additionally bring forward a reserve athlete at any point of the competition. In such case, the respective team is awarded 20 additional penalty points.",248
Equestrian at the 2020 Summer Olympics,Jumping,"Individual and team competitions are run separately.
Individual competition is up first and it takes two competition days. First competition day serves as a qualifier, where a total of 75 athletes may start. Each athlete tackles the same course, which includes 12 to 14 numbered obstacles. Athletes are ranked based on accumulated number of penalty points, and top 30 advance to individual final. In case of a tie for the last qualification place, athletes are separated by the time of their round. Individual final is held on a different course that includes 12 to 15 numbered obstacles. Athletes are once again ranked based on accumulated number of penalty points. If two or more athletes are tied for a medal position, the tie is resolved in a jump-off.
First day of team competition serves as a qualifier, and is opened to a total of 20 teams. At the end of the qualifier, teams receive their placing by adding up the penalties incurred by the three team members. Athletes who withdraw or are eliminated or who retire from the competition will not be given a score. Teams with one athlete who has withdrawn, retired or been eliminated from the team qualifier will  be placed according to the combined penalties incurred by the two athletes who completed the competition. Teams in which all three athletes completed the competition without being eliminated or retiring shall be placed before teams with only two athletes who completed the competition without being eliminated or retiring. Teams with two athletes who have withdrawn and/or retired and/or been eliminated from the competition will be eliminated. The top 10 teams based on the qualifier results advance to team final. In case of a tie for the last qualification place, teams are separated by the combined time of their three team members. Team final is held on a different course. Teams are once again ranked based on accumulated number of penalty points of their team members. If two or more teams are tied for a medal position, the tie is resolved in a jump-off.",390
Athletics at the 2020 Summer Olympics – Men's 1500 metres,Summary,"The men's 1500 metres event at the 2020 Summer Olympics took place between 3 and 7 August 2021 at the Japan National Stadium. Approximately fifty athletes were expected to compete; the exact number depended on how many nations used universality places to enter athletes in addition to the 45 qualifying through time or ranking (1 universality place was used in 2016). 47 competitors from 27 nations competed. Jakob Ingebrigtsen set a new Olympic record on his way to the gold medal, Norway's first medal in the men's 1500 metres. Timothy Cheruiyot of Kenya took silver, returning that nation to the podium for the first time since a four-Games medal streak ended in 2008. Josh Kerr earned bronze, Great Britain's first medal in the event since 1988.",158
Athletics at the 2020 Summer Olympics – Men's 1500 metres,Background,"This was the 29th appearance of the event, which is one of 12 athletics events to have been held at every Summer Olympics.
For the first time in Olympic history, no nations made their men's 1500 metres debut this Games. The United States made its 28th appearance, most of all nations (having missed only the boycotted 1980 Games).",74
Athletics at the 2020 Summer Olympics – Men's 1500 metres,Qualification,"A National Olympic Committee (NOC) could enter up to 3 qualified athletes in the men's 1500 metres event if all athletes meet the entry standard or qualify by ranking during the qualifying period. (The limit of 3 has been in place since the 1930 Olympic Congress.) The qualifying standard is 3:35.00. This standard was ""set for the sole purpose of qualifying athletes with exceptional performances unable to qualify through the IAAF World Rankings pathway."" The world rankings, based on the average of the best five results for the athlete over the qualifying period and weighted by the importance of the meet, will then be used to qualify athletes until the cap of 45 is reached.The qualifying period was originally from 1 May 2019 to 29 June 2020. Due to the COVID-19 pandemic, the period was suspended from 6 April 2020 to 30 November 2020, with the end date extended to 29 June 2021. The world rankings period start date was also changed from 1 May 2019 to 30 June 2020; athletes who had met the qualifying standard during that time were still qualified, but those using world rankings would not be able to count performances during that time. The qualifying time standards could be obtained in various meets during the given period that have the approval of the IAAF. Both indoor and outdoor meets are eligible. The most recent Area Championships may be counted in the ranking, even if not during the qualifying period.NOCs can also use their universality place—each NOC can enter one male athlete regardless of time if they had no male athletes meeting the entry standard for an athletics event—in the 1500 metres.Entry number: 45.",329
Athletics at the 2020 Summer Olympics – Men's 1500 metres,Competition format,"The event continued to use the three-round format used previously in 1952 and since 1964. There were 3 heats, with the top 6 in each heat and next 6 overall advancing to the semifinals (an additional 2 athletes advanced by ruling after being obstructed). There were 2 semifinals, with the top 5 in each semifinal and next 2 overall advancing (another obstruction ruling provided a 13th qualifier for the final).",85
Athletics at the 2020 Summer Olympics – Men's 1500 metres,Heat 2,"Marcin Lewandowski was pushed and fell, but got up again and finished his heat in last place. On appeal, he progressed to the semi final. Original 8th place finisher Sadik Mikhou was later disqualified on the 8th of August for blood doping after an out of competition test produced an abnormal result.",68
Football at the 2020 Summer Olympics,Summary,"The association football tournament at the 2020 Summer Olympics was held from 21 July to 7 August 2021 in Japan.In addition to the Olympic host city of Tokyo, matches were also played in Kashima, Saitama, Sapporo, Rifu and Yokohama.Associations affiliated with FIFA may send teams to participate in the tournament. There were no age restrictions on women's teams, while men's teams were restricted to under-24 players (born on or after 1 January 1997) with a maximum of three overage players allowed. The men's tournament is typically restricted to under-23 players, though following the postponement of the Olympics by a year, FIFA decided to maintain the restriction of players born on or after 1 January 1997. In June 2020, FIFA approved the use of the video assistant referee (VAR) system at the Olympics. Teams were restricted to 18 athletes, however due to the COVID-19 pandemic, rosters were allowed to consist of up to 22 athletes.Brazil was the men's defending champions. Germany won the previous women's tournament, but failed to qualify after losing to Sweden in the quarter-finals of the 2019 FIFA Women's World Cup.",243
Football at the 2020 Summer Olympics,Women's qualification,"In addition to hosts Japan, 11 women's national teams qualified from six separate continental confederations.For the first time, as per an agreement between the four British football associations (England, Northern Ireland, Scotland and Wales), Great Britain qualified for the Olympics through England's performance in the World Cup (a procedure already successfully employed by Team GB in field hockey and rugby sevens). Scotland also participated in the World Cup but, under the agreement whereby the highest ranked home nation is nominated to compete for the purposes of Olympic qualification, their performance was not taken into account.",116
Football at the 2020 Summer Olympics,Final draw,"The draws for the men's and women's tournaments was held on 21 April 2021, 10:00 CEST (UTC+2), at the FIFA headquarters in Zürich, Switzerland.",41
Football at the 2020 Summer Olympics,Men's competition,"The competition consisted of two stages: a group stage with four groups of four teams, followed by a knockout stage contested by eight teams which advanced as group winners and runners-up. The 16 teams were drawn into four groups of four teams. The hosts Japan were automatically seeded into Pot 1 and assigned to position A1, while the remaining teams were seeded into their respective pots based on their results in the last five Olympics (more recent tournaments weighted more heavily), with bonus points awarded to confederation champions. No group could contain more than one team from each confederation.",116
Football at the 2020 Summer Olympics,Women's competition,"The competition consisted of two stages: a group stage with three groups of four teams, followed by a knockout stage contested by eight teams which advanced as group winners and runners-up plus the two best third-placed teams. The 12 teams will be drawn into three groups of four teams. The hosts Japan were automatically seeded into Pot 1 and assigned to position E1, while the remaining teams were seeded into their respective pots based on the FIFA Women's World Rankings released on 16 April 2021. As Great Britain are not a FIFA member and therefore do not have a ranking, they would be seeded based on the FIFA ranking of England, who qualified on behalf of Great Britain. No group could contain more than one team from each confederation.",149
Football at the 2020 Summer Olympics – Women's tournament,Summary,"The women's football tournament at the 2020 Summer Olympics was held from 21 July to 6 August 2021. Originally, it was to be held from 22 July to 7 August 2020, but the Summer Olympics were postponed to the following year due to the COVID-19 pandemic. However, the official name of the games remains the 2020 Summer Olympics. It was the seventh edition of the women's Olympic football tournament. Together with the men's competition, the 2020 Summer Olympics football tournament was held at six stadiums in six cities in Japan. The final was hosted at the International Stadium in Yokohama. There were no player age restrictions for teams participating in the competition.
Germany, the winners of the previous tournament, failed to qualify for the tournament after being eliminated in the quarter-finals of the 2019 FIFA Women's World Cup.
Canada won their first gold medal by defeating Sweden 3–2 in the penalty shoot-out after both teams drew 1–1 after extra time in the final. The United States won bronze, defeating Australia 4–3 in the bronze medal game.",219
Football at the 2020 Summer Olympics – Women's tournament,Qualification,"In addition to host nation Japan, eleven women's national teams qualified from six separate continental confederations. The Organising Committee for FIFA Competitions ratified the distribution of spots at their meeting on 14 September 2017.For the first time, per the agreement between the four British football associations (England, Northern Ireland, Scotland, and Wales) for the women's team, Great Britain attempted to qualify for the Olympics through England's performance in the 2019 FIFA Women's World Cup (a procedure already successfully employed by Team GB in field hockey and rugby sevens). The team's only previous appearance was in the 2012 tournament in which they qualified automatically as hosts. Great Britain succeeded in qualifying as England were among the three best European teams. Scotland also qualified for the World Cup but under the agreement whereby the highest ranked home nation was nominated to compete for the purposes of Olympic qualification, their performance was not taken into account (Scottish, Welsh and Northern Irish players are eligible to be part of the Great Britain team at the Olympics).",205
Football at the 2020 Summer Olympics – Women's tournament,Venues,"The tournament was held in six venues across six cities:

Kashima Stadium, Kashima
Miyagi Stadium, Rifu
Saitama Stadium 2002, Saitama
Sapporo Dome, Sapporo
Tokyo Stadium, Tokyo
International Stadium Yokohama, YokohamaThe gold medal match was originally scheduled to be played at the National Stadium in Tokyo. Both finalists requested a later kick-off time due to concerns about excessive heat; as the National Stadium was already booked for athletics events in the evening, the game was moved to the International Stadium Yokohama in Yokohama. Due to the COVID-19 pandemic in Japan, most matches were played behind closed doors without any spectators. However, Miyagi Stadium allowed a limited audience to attend matches and Kashima Stadium permitted local schoolchildren as part of the school program but Olympic spectators were still not allowed.",186
Football at the 2020 Summer Olympics – Women's tournament,Squads,"The tournament was a full international tournament with no restrictions on age. Traditionally the roster rules required each team to submit a squad of 18 players, two of whom must be goalkeepers. Each team also named a list of four alternate players who could replace any player in the squad in case of injury during the tournament. In late June 2021, the International Olympic Committee and FIFA announced that all 22 players of each team would be available for selection before each match. Prior to each match, the teams chose from their total of 22 players, a roster of 18 players to be available for play in that match. The IOC also confirmed that a player must appear on at least one 18-player matchday roster to be considered an Olympian and to receive a medal. The rule change was made in regards to the challenges presented by the COVID-19 pandemic.",174
Football at the 2020 Summer Olympics – Women's tournament,Draw,"The draw for the tournament was held on 21 April 2021, 10:00 CEST (UTC+2), at the FIFA headquarters in Zürich, Switzerland. It was conducted by Sarai Bareman, FIFA chief women's football officer, while Samantha Johnson presented the ceremony. Lindsay Tarpley and Ryan Nelsen acted as the draw assistants.The 12 teams were drawn into three groups of four teams. The hosts Japan were automatically seeded into Pot 1 and assigned to position E1 while the remaining teams were seeded into their respective pots based on the FIFA Women's World Rankings released on 16 April 2021 (shown in parentheses below). As Great Britain are not a FIFA member and therefore do not have a ranking, they were seeded based on the FIFA ranking of England who qualified on behalf of Great Britain. However, all Great Britain matches were oficially recognized by FIFA. No group could contain more than one team from each confederation.",190
Football at the 2020 Summer Olympics – Women's tournament,Group stage,"The competing countries were divided into three groups of four teams, denoted as groups E, F and G to avoid confusion with the groups of the men's tournament (which use designations A to D). Teams in each group played one another in a round-robin basis, with the top two teams of each group and the two best third-placed teams advancing to the quarter-finals.
All times are local, JST (UTC+9).",95
Football at the 2020 Summer Olympics – Women's tournament,Tiebreakers,"The ranking of teams in the group stage was determined as follows:
Points obtained in all group matches (three points for a win, one for a draw, none for a defeat);
Goal difference in all group matches;
Number of goals scored in all group matches;
Points obtained in the matches played between the teams in question;
Goal difference in the matches played between the teams in question;
Number of goals scored in the matches played between the teams in question;
Fair play points in all group matches (only one deduction could be applied to a player in a single match): 
Drawing of lots.",129
Football at the 2020 Summer Olympics – Women's tournament,Knockout stage,"In the knockout stage, if a match was level at the end of normal playing time, extra time was played (two periods of 15 minutes each) and followed, if necessary, by a penalty shoot-out to determine the winner.",50
Football at the 2020 Summer Olympics – Women's tournament,Goalscorers,"There were 101 goals scored in 26 matches, for an average of 3.88 goals per match.
10 goals

6 goals

5 goals

4 goals

3 goals

2 goals

1 goal

1 own goal

Source: TOCOG",62
Football at the 2020 Summer Olympics – Women's tournament,Discipline,"A player was automatically suspended for the next match for the following offences:
Receiving a red card (red card suspensions could be extended for serious offences)
Receiving two yellow cards in two matches; yellow cards expired after the completion of the quarter-finals (yellow card suspensions were not carried forward to any other future international matches)The following offences warranted a suspension during the tournament:",82
2020 CAF Women's Olympic Qualifying Tournament,Summary,"The 2020 CAF Women's Olympic Qualifying Tournament was the fifth edition of the CAF Women's Olympic Qualifying Tournament, the quadrennial international football competition organised by the Confederation of African Football (CAF) to determine which women's national teams from Africa qualify for the Olympic football tournament.
CAF was given 1.5 places for the 2020 Summer Olympics women's football tournament in Japan. The winner of the qualifying tournament, Zambia, qualified directly, while runner-up Cameroon entered a play-off against the second-placed team from CONMEBOL, Chile.",122
2020 CAF Women's Olympic Qualifying Tournament,Teams,"The 54 members of CAF were eligible to enter the qualifying competition, and a total of 25 national teams were in the qualifying draw, which was announced on 22 February 2019. The seven teams which had the best performance in the qualifying competition for the 2016 Olympics were given a bye to the second round.
Equatorial Guinea were banned by FIFA from qualifying for the 2020 Summer Olympics. However, they were still entered in the qualifying competition.

NotesTeams in bold qualified for the Olympics.
(D): Disqualified after draw
(W): Withdrew after drawDid not enter",122
2020 CAF Women's Olympic Qualifying Tournament,Format,"Qualification ties are played on a home-and-away two-legged basis. If the aggregate score is tied after the second leg, the away goals rule is applied, and if still level, extra time is played. The away goals rule is again applied after extra time, and if still level, the penalty shoot-out is used to determine the winner.",76
2020 CAF Women's Olympic Qualifying Tournament,First round,"Ivory Coast won on walkover due to FIFA's suspension of the Sierra Leone Football Association.

Mali won 5–3 on aggregate.

Algeria won 3–1 on aggregate.

Ethiopia won 4–2 on aggregate.

DR Congo won 3–2 on aggregate.

2–2 on aggregate. Gabon won 5–3 on penalties.

Malawi won 14–1 on aggregate.

Zambia won on walkover after Angola withdrew.

Botswana won 3–2 on aggregate.",121
2020 CAF Women's Olympic Qualifying Tournament,Second round,"Ivory Coast won 3–0 on aggregate.

Nigeria won 3–0 on aggregate.

1–1 on aggregate. Cameroon won on away goals.

DR Congo won on walkover after Equatorial Guinea withdrew.

Ghana won 5–0 on aggregate.

Kenya won 5–3 on aggregate.

Zambia won on walkover after Zimbabwe failed to arrive for the second leg.

0–0 on aggregate. Botswana won 3–2 on penalties.",111
2020 CAF Women's Olympic Qualifying Tournament,Third round,"1–1 on aggregate. Ivory Coast won on away goals.

Cameroon won 3–2 on aggregate.

Kenya won 1–0 on aggregate.

Zambia won 3–0 on aggregate.",51
2020 CAF Women's Olympic Qualifying Tournament,Fifth round,"The winner qualified for the 2020 Summer Olympics, while the loser entered a play-off against a team from CONMEBOL.

4–4 on aggregate. Zambia won on away goals.",44
2020 CAF Women's Olympic Qualifying Tournament,Qualified teams for Summer Olympics,"The following team from CAF qualified for the 2020 Summer Olympic women's football tournament. Cameroon failed to qualify after they lost the play-off against the 2018 Copa América Femenina second-placed team, Chile.",53
2020 CAF Women's Olympic Qualifying Tournament,Goalscorers,"There were 100 goals scored in 41 matches, for an average of 2.44 goals per match.
8 goals

6 goals

5 goals

3 goals

2 goals

1 goal

1 own goal",51
Somalia at the 2020 Summer Olympics,Summary,"Somalia competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games have been postponed to 23 July to 8 August 2021, due to the COVID-19 pandemic. It was the nation's tenth appearance at the Summer Olympics since its debut in 1972.",69
Table tennis at the 2020 Summer Olympics – Qualification,Summary,"This article details the qualifying phase for table tennis at the 2020 Summer Olympics (postponed to 2021 due to the COVID-19 pandemic). The competition at these Games will comprise a total of 172 table tennis players coming from their respective NOCs; each may enter up to six athletes, two male and two female athletes in singles events, up to one men's and one women's team in team events, and up to one pair in mixed doubles.As the host nation, Japan automatically qualified six athletes, a team of three men and women with one each competing in the singles as well as a mixed doubles team.For the team events, 16 teams qualify. Each continent (with the Americas being divided into North America and South America for ITTF competition) had a qualifying competition to qualify one team. Nine teams qualify through a world qualifying event. Japan, as the host, is guaranteed a team spot.The mixed doubles will also have 16 pairs qualify. Each continent (with the Americas being divided into North America and South America for ITTF competition) had a qualifying competition to qualify one pair. Four teams qualify through the World Tour Grand Finals 2019 and five through the World Tour 2020. Japan is also guaranteed a place. If an NOC has both a mixed doubles pair and a team in one or both genders qualify, the doubles player must be a member of the team in their gender.For individual events, between 64 and 70 individual players qualify. Each NOC with a qualified team may enter 2 members of that team in the individual competition. 22 quota places will be awarded through continental championships to individuals who belong to an NOC without a qualified team. There will be one Tripartite Commission invitation place. The remainder of the total 172 quota places will be filled through a final world singles qualifying tournament (no less than two and no more than eight qualifiers) and then the ITTF world ranking.",387
Botswana at the 2020 Summer Olympics,Summary,"Botswana competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, because of the COVID-19 pandemic. It was the nation's eleventh consecutive appearance at the Summer Olympics.",65
Botswana at the 2020 Summer Olympics,Athletics,"Botswana athletes achieved the entry standards, either by qualifying time or by world ranking, in the following track and field events (up to a maximum of 3 athletes in each event):

Track & road events
MenWomen",49
Botswana at the 2020 Summer Olympics,Boxing,"Botswana entered two boxers into the Olympic tournament for the first time since London 2012. Keamogetse Kenosi scored an outright semifinal victory to secure a spot in the women's flyweight division at the 2020 African Qualification Tournament in Diamniadio, Senegal. Rajab Otukile Mahommed completed the nation's boxing lineup by topping the list of eligible boxers from Africa in the men's flyweight division of the IOC's Boxing Task Force Rankings.",102
Botswana at the 2020 Summer Olympics,Swimming,"Botswana received a universality invitation from FINA to send a top-ranked male swimmer in his respective individual events to the Olympics, based on the FINA Points System of June 28, 2021.",45
Botswana at the 2020 Summer Olympics,Weightlifting,Botswana entered one female weightlifter for the first time into the Olympic competition. Magdeline Moyengwa topped the list of weightlifters from Africa in the women's 59 kg category based on the IWF Absolute Continental Rankings.,52
Laos at the 2020 Summer Olympics,Summary,"Laos, officially the Lao People's Democratic Republic, competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, due to the COVID-19 pandemic. This was the nation's tenth appearance at the Olympics, since its debut in 1980.",77
Laos at the 2020 Summer Olympics,Swimming,"Laos received a universality invitation from FINA to send two top-ranked swimmers (one per gender) in their respective individual events to the Olympics, based on the FINA Points System of June 28, 2021.",48
List of 2020 Summer Olympics medal winners,Summary,"The 2020 Summer Olympics were held in Japan from 23 July to 8 August 2021 after being postponed a year by the COVID-19 pandemic. In total, 2,402 medals were won by 2,175 athletes in 339 events at the Games.",54
List of 2020 Summer Olympics medal winners,Changes in medals,"On 18 February 2022, British runner CJ Ujah was found to have tested positive for banned substances (ostarine and S-23). The British men's 4 × 100 metres relay silver medal was stripped, with Canada being promoted to silver and China taking bronze.",56
Chinese Taipei at the 2020 Summer Olympics,Summary,"Taiwan competed under the designated name ""Chinese Taipei"" at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, due to the COVID-19 pandemic. It was also the nation's tenth consecutive appearance at the Summer Olympics.
Taiwan rewards their Olympic gold medalists with 20 million New Taiwan dollars (US $716,000) and additionally rewards their athletes who finish from second to seventh or eighth in their events with proportionate trickled down amounts.",120
Chinese Taipei at the 2020 Summer Olympics,Archery,"Taiwanese archers qualified each for the men's and women's events by reaching the quarterfinal stage of their respective team recurves at the 2019 World Archery Championships in 's-Hertogenbosch, Netherlands.The Taiwanese archery team for the Games, led by two-time Olympian Tan Ya-ting and reigning world champion Lei Chien-ying in the women's individual recurve, was announced on 16 January 2020, based on the results at the Olympic Team Trials.
MenWomenMixed",110
Chinese Taipei at the 2020 Summer Olympics,Athletics,"Taiwanese athletes further achieved the entry standards, either by qualifying time or by world ranking, in the following track and field events (up to a maximum of 3 athletes in each event), plus a female sprinter for Universality places:

Track & road eventsField events",59
Chinese Taipei at the 2020 Summer Olympics,Boxing,"Chinese Taipei entered four female boxers into the Olympic tournament. Reigning world bantamweight champion Huang Hsiao-wen (women's flyweight), 2019 world bronze medalist Lin Yu-ting (women's featherweight), Wu Shih-yi (women's lightweight), and Rio 2016 Olympian Chen Nien-chin (women's welterweight) secured the spots on the Taiwanese squad by advancing to the semifinal match of their respective weight divisions at the 2020 Asia & Oceania Qualification Tournament in Amman, Jordan.",113
Chinese Taipei at the 2020 Summer Olympics,Slalom,"Chinese Taipei entered one canoeist to compete in the women's K-1 class at the Games, as the International Canoe Federation accepted the nation's request to claim an unused berth from the 2020 Oceania Championships.",48
Chinese Taipei at the 2020 Summer Olympics,Road,"Chinese Taipei entered one rider each to compete in the men's Olympic road race, by finishing in the top two, not yet qualified, at the 2019 Asian Championships in Tashkent, Uzbekistan.",45
Chinese Taipei at the 2020 Summer Olympics,Equestrian,"Chinese Taipei entered one jumping rider into the Olympic competition by finishing in the top two, outside the group selection, of the individual FEI Olympic Rankings for Group G (South East Asia and Oceania).",45
Chinese Taipei at the 2020 Summer Olympics,Artistic,"Chinese Taipei fielded a full team of five artistic gymnasts (four men and one woman) into the Olympic competition. The men's squad claimed one of the remaining nine spots in the team all-around at the 2019 World Championships in Stuttgart, Germany, making its first trip to the Games since 1964. On the women's side, Ting Hua-tien received a spare berth from the apparatus events, as one of the twelve highest-ranked gymnasts, neither part of the team nor qualified directly through the all-around, at the same tournament. The men's team was announced on 6 June 2021.
Men
TeamIndividualWomen",134
Chinese Taipei at the 2020 Summer Olympics,Karate,"Chinese Taipei entered two karateka into the inaugural Olympic tournament. 2018 world bronze medalist Wen Tzu-yun qualified directly for the women's kumite 55-kg category by finishing among the top four karateka at the end of the combined WKF Olympic Rankings.
KumiteKata",68
Chinese Taipei at the 2020 Summer Olympics,Rowing,"Chinese Taipei qualified one boat in the women's single sculls for the Games by winning the bronze medal and securing the first of five berths available at the 2021 FISA Asia & Oceania Olympic Qualification Regatta in Tokyo, Japan.

Qualification Legend: FA=Final A (medal); FB=Final B (non-medal); FC=Final C (non-medal); FD=Final D (non-medal); FE=Final E (non-medal); FF=Final F (non-medal); SA/B=Semifinals A/B; SC/D=Semifinals C/D; SE/F=Semifinals E/F; QF=Quarterfinals; R=Repechage",162
Chinese Taipei at the 2020 Summer Olympics,Shooting,"Taiwanese shooters achieved quota places for the following events by virtue of their best finishes at the 2018 ISSF World Championships, the 2019 ISSF World Cup series, and Asian Championships, as long as they obtained a minimum qualifying score (MQS) by 31 May 2020.",58
Chinese Taipei at the 2020 Summer Olympics,Swimming,"Taiwanese swimmers further achieved qualifying standards in the following events (up to a maximum of 2 swimmers in each event at the Olympic Qualifying Time (OQT), and potentially 1 at the Olympic Selection Time (OST)):",51
Chinese Taipei at the 2020 Summer Olympics,Table tennis,"Chinese Taipei entered six athletes into the table tennis competition at the Games. The men's and women's teams secured their respective berths by advancing to the quarterfinal round of the 2020 World Olympic Qualification Event in Gondomar, Portugal, permitting a maximum of two starters to compete each in the men's and women's singles tournament. Moreover, an additional berth was awarded to the Taiwanese table tennis players competing in the inaugural mixed doubles by advancing to the semifinal stage of the 2019 ITTF World Tour Grand Finals in Zhengzhou, China.
MenWomenMixed",118
Chinese Taipei at the 2020 Summer Olympics,Taekwondo,"Chinese Taipei entered four athletes into the taekwondo competition at the Games. Huang Yu-jen (men's 68 kg), Rio 2016 Olympian and 2015 world champion Liu Wei-ting (men's 80 kg), reigning Asian Games gold medalist Su Po-ya (women's 49 kg), and Lo Chia-ling (women's 57 kg) secured the spots on the Taiwanese taekwondo squad with a top two finish each in their respective weight classes at the 2021 Asian Qualification Tournament in Amman, Jordan.",111
Slovakia at the 2020 Summer Olympics,Summary,"Slovakia competed at the 2020 Summer Olympics in Tokyo. Originally scheduled to take place from 24 July to 9 August 2020, the Games were postponed to 23 July to 8 August 2021, due to the COVID-19 pandemic. It was the nation's seventh consecutive appearance at the Summer Olympics after gaining its independence from the former Czechoslovakia.",74
Slovakia at the 2020 Summer Olympics,Athletics,"Slovak athletes further achieved the entry standards, either by qualifying time or by world ranking, in the following track and field events (up to a maximum of 3 athletes in each event):

Track & road events
MenWomenField events",52
Slovakia at the 2020 Summer Olympics,Badminton,"Slovakia entered one badminton player into the Olympic tournament, marking the country's return to the sport for the first time since London 2012. Martina Repiská was automatically selected among the top 40 individual shuttlers in the women's singles based on the BWF World Race to Tokyo Rankings of June 15, 2021.",70
Slovakia at the 2020 Summer Olympics,Boxing,"Slovakia entered one male boxer into the Olympic tournament for the first time since Atlanta 1996. Andrej Csemez secured a spot in the men's middleweight division by scoring a quarterfinal victory at the 2020 European Qualification Tournament in Villebon-sur-Yvette, France.",63
Slovakia at the 2020 Summer Olympics,Slalom,"Slovak canoeists qualified one boat for each of the following classes through the 2019 ICF Canoe Slalom World Championships in La Seu d'Urgell, Spain and the 2021 European Canoe Slalom Championships in Ivrea, Italy.",56
